Attendance,Coding_Score,DSA_Score,Aptitude,Communication,Projects,Internships,CGPA,Placement_Status
50,35,77,65,86,4,1,7.86,Placed
68,84,67,76,21,4,1,5.31,Placed
41,53,89,25,73,3,2,7.37,Placed
45,43,44,68,92,0,2,7.98,Placed
45,30,40,85,83,5,2,8.96,Placed
78,74,91,84,39,3,3,7.89,Placed
82,81,26,54,25,4,2,6.15,Placed
47,53,31,94,74,0,2,7.14,Placed
71,90,51,42,82,2,1,6.67,Placed
64,65,33,78,94,5,3,5.91,Placed
80,25,97,73,56,4,3,6.92,Placed
55,53,98,74,23,2,3,7.56,Placed
49,28,76,21,39,4,2,5.51,Placed
49,40,65,94,51,5,3,6.38,Placed
74,36,20,84,93,1,2,7.67,Placed
74,84,49,98,25,3,1,9.93,Placed
65,81,39,87,76,4,0,7.12,Placed
79,28,31,58,29,1,0,7.93,Placed
88,51,65,96,40,1,3,5.54,Placed
53,80,72,20,63,1,1,5.22,Placed
56,61,91,85,32,3,2,8.9,Placed
84,22,41,66,55,2,3,5.72,Placed
47,98,32,74,60,5,0,9.37,Placed
84,57,55,23,92,3,3,9.23,Placed
70,81,28,86,36,5,2,7.97,Placed
76,89,100,25,89,4,0,9.33,Placed
69,90,38,32,54,0,3,6.35,Placed
73,33,48,61,99,1,3,8.13,Placed
100,53,89,74,98,5,1,8.49,Placed
77,70,99,90,76,2,3,7.84,Placed
84,31,61,63,95,2,2,9.02,Placed
43,34,35,98,37,5,1,5.29,Placed
83,81,66,51,68,5,0,6.76,Placed
44,80,30,74,27,1,3,6.04,Placed
60,51,72,36,32,4,2,6.64,Placed
78,27,68,82,20,0,0,7.97,Placed
81,93,58,37,58,4,2,5.89,Placed
58,68,68,55,91,4,3,7.16,Placed
66,26,61,75,53,1,0,9.1,Placed
99,59,60,74,66,3,3,6.7,Placed
97,23,93,77,59,2,1,5.96,Placed
72,97,23,74,36,1,2,6.29,Placed
65,68,36,43,73,2,2,5.27,Placed
65,100,62,97,97,2,1,9.63,Placed
40,74,40,43,35,1,1,6.47,Placed
88,77,74,81,80,2,3,5.67,Placed
60,98,28,69,23,0,0,5.88,Placed
85,32,31,67,84,2,3,9.97,Placed
40,88,21,33,80,4,3,7.41,Placed
71,91,36,45,30,1,2,7.22,Placed
90,21,54,77,37,5,3,8.96,Placed
94,41,74,29,38,5,0,9.6,Placed
43,46,87,52,49,5,3,6.71,Placed
67,64,95,69,88,0,3,7.77,Placed
92,41,67,53,85,1,2,5.64,Placed
82,91,49,84,61,2,2,8.98,Placed
100,54,26,24,74,2,2,8.26,Placed
58,79,63,38,45,0,0,5.7,Placed
52,39,77,56,88,4,3,8.41,Placed
79,30,77,76,70,1,1,8.32,Placed
81,41,82,41,23,1,3,8.43,Placed
92,29,80,65,21,5,0,9.01,Placed
44,97,69,51,25,2,2,8.57,Placed
52,24,69,97,49,2,1,6.33,Placed
97,49,62,49,59,0,0,9.29,Placed
95,33,85,28,70,3,3,7.53,Placed
72,28,74,64,42,2,2,6.27,Placed
82,66,53,53,74,0,1,9.1,Placed
96,66,28,80,97,4,1,7.25,Placed
90,90,33,21,61,1,0,5.74,Placed
69,84,85,52,88,5,3,9.02,Placed
76,94,74,95,87,4,1,9.42,Placed
88,96,27,59,60,3,1,9.19,Placed
46,55,77,37,52,3,1,5.18,Placed
45,96,89,68,52,1,2,5.66,Placed
53,91,48,95,77,1,1,6.19,Placed
90,33,39,34,90,3,0,6.96,Placed
92,40,92,46,42,4,0,8.56,Placed
75,47,41,38,35,0,0,5.07,Not Placed
54,42,20,22,28,5,3,7.31,Placed
64,34,25,23,85,5,3,8.57,Placed
47,21,90,30,57,1,2,6.92,Placed
45,56,27,50,90,2,2,8.25,Placed
81,30,95,85,26,3,2,7.11,Placed
88,90,37,44,60,2,3,9.33,Placed
77,60,32,24,20,1,0,7.29,Placed
88,71,43,20,67,2,2,9.76,Placed
77,68,76,29,62,0,0,7.18,Placed
97,69,74,54,31,0,0,9.52,Placed
65,67,58,31,31,5,1,9.93,Placed
40,77,89,61,32,3,2,8.86,Placed
70,25,86,98,21,2,1,7.15,Placed
75,45,57,90,38,3,3,5.8,Placed
78,78,21,87,49,4,3,7.79,Placed
73,92,35,80,87,5,3,8.91,Placed
44,66,23,67,95,3,1,6.82,Placed
94,29,92,78,68,0,1,5.63,Placed
100,31,36,75,65,3,1,6.9,Placed
59,30,90,20,93,2,1,9.7,Placed
90,79,66,62,85,2,0,7.3,Placed
69,57,31,37,82,2,3,8.01,Placed
90,29,32,89,90,1,2,5.46,Placed
85,95,71,37,75,2,1,5.81,Placed
78,81,62,85,95,0,3,5.27,Placed
85,53,66,54,36,0,2,8.41,Placed
63,82,25,60,75,4,1,5.01,Placed
76,38,36,66,83,0,0,9.69,Placed
43,28,100,71,48,5,2,7.05,Placed
100,26,78,41,47,1,2,9.24,Placed
70,42,84,40,91,4,2,9.44,Placed
96,55,20,27,31,3,1,5.8,Placed
56,77,50,31,37,3,0,6.95,Placed
99,89,67,20,81,0,0,8.93,Placed
100,91,27,31,34,4,2,9.87,Placed
79,42,79,33,31,2,1,7.14,Placed
87,25,66,49,76,0,1,6.0,Placed
42,79,29,75,95,2,0,5.02,Placed
70,52,31,84,93,2,2,8.5,Placed
54,38,92,86,79,3,1,9.33,Placed
66,64,36,96,52,2,3,8.83,Placed
66,31,99,85,38,3,1,9.02,Placed
91,88,30,47,29,0,2,6.66,Placed
49,65,91,98,71,1,1,5.34,Placed
97,57,47,66,76,2,1,6.69,Placed
98,39,73,87,27,3,2,9.9,Placed
67,24,74,77,44,4,1,9.95,Placed
56,58,89,84,44,4,2,9.84,Placed
60,49,68,100,58,3,1,7.7,Placed
61,62,26,77,76,2,0,6.97,Placed
68,99,62,65,30,2,3,5.8,Placed
76,43,21,96,24,4,2,9.51,Placed
60,33,25,83,100,5,2,8.65,Placed
82,96,33,49,32,0,0,7.31,Placed
72,69,32,96,22,1,2,9.03,Placed
85,76,69,26,42,1,0,7.03,Placed
79,67,49,60,54,5,0,8.41,Placed
40,30,37,43,76,2,2,9.36,Placed
43,21,40,73,26,0,2,5.55,Placed
53,43,64,95,53,3,2,5.16,Placed
58,25,83,32,76,5,1,9.22,Placed
69,96,90,26,65,5,2,8.22,Placed
98,49,28,26,21,3,2,9.79,Placed
79,47,58,21,46,5,0,5.02,Placed
62,36,24,47,74,0,2,5.32,Placed
74,58,100,98,32,1,2,9.4,Placed
79,42,89,65,64,1,2,8.43,Placed
61,38,25,66,69,0,0,5.3,Not Placed
71,92,93,21,22,3,3,9.71,Placed
98,90,27,29,89,3,3,7.39,Placed
42,50,81,84,54,5,1,8.58,Placed
53,44,92,56,59,4,2,9.31,Placed
41,20,70,82,78,3,1,6.67,Placed
40,47,40,64,21,0,3,6.06,Placed
64,60,52,36,70,1,2,5.53,Placed
74,52,43,94,27,5,1,8.31,Placed
76,39,48,48,59,2,0,5.35,Placed
87,24,93,25,73,5,0,6.78,Placed
40,89,91,72,85,2,1,5.07,Placed
96,34,31,69,70,3,1,8.97,Placed
79,20,56,62,78,2,3,6.62,Placed
76,43,31,41,95,5,3,6.56,Placed
65,25,49,50,73,5,1,8.99,Placed
96,38,78,67,65,4,1,5.39,Placed
69,79,23,96,36,0,3,5.57,Placed
91,64,40,48,90,0,1,5.95,Placed
84,41,32,97,41,0,2,9.53,Placed
73,35,86,93,82,5,0,8.43,Placed
76,32,75,33,34,4,3,6.06,Placed
63,62,90,90,30,5,2,7.84,Placed
69,80,41,32,68,4,0,8.54,Placed
88,63,50,81,88,5,1,5.34,Placed
64,97,39,85,94,3,1,9.02,Placed
57,62,59,26,32,4,1,5.84,Placed
88,81,40,20,26,1,1,8.08,Placed
74,36,100,49,37,5,1,5.3,Placed
45,55,55,82,55,5,1,8.66,Placed
99,87,34,28,73,2,1,8.51,Placed
83,36,100,21,36,0,1,9.89,Placed
57,39,48,36,36,5,3,7.49,Placed
94,36,33,51,67,5,1,5.21,Placed
89,36,84,31,73,2,0,7.04,Placed
65,45,20,27,64,5,1,9.67,Placed
68,78,78,65,70,4,0,8.06,Placed
54,36,29,22,40,4,0,7.08,Placed
96,29,80,58,68,4,0,9.3,Placed
50,94,87,47,35,0,2,6.24,Placed
87,89,55,28,99,3,3,5.81,Placed
76,30,45,35,73,3,0,7.51,Placed
63,71,91,67,73,3,3,9.77,Placed
96,25,69,49,70,1,0,7.85,Placed
91,70,66,66,27,2,2,8.89,Placed
90,52,58,24,76,3,3,9.9,Placed
83,59,97,44,48,4,3,6.72,Placed
59,97,68,41,78,1,1,9.23,Placed
64,37,75,35,31,2,1,6.28,Placed
90,72,37,63,91,5,2,6.33,Placed
49,32,85,85,25,4,3,9.75,Placed
78,99,32,99,72,1,1,8.62,Placed
98,30,96,93,68,2,1,6.01,Placed
61,50,37,56,78,1,2,8.33,Placed
63,88,50,48,51,2,1,9.75,Placed
42,50,29,30,66,5,3,7.03,Placed
63,54,67,79,69,5,2,7.5,Placed
90,78,71,95,54,5,2,9.73,Placed
63,50,75,67,92,3,2,6.97,Placed
99,96,84,68,28,3,1,9.53,Placed
48,30,42,63,56,2,0,7.68,Placed
98,21,93,62,99,2,0,9.07,Placed
51,71,96,38,61,2,3,6.99,Placed
94,77,43,34,50,0,3,9.35,Placed
57,37,50,67,95,0,2,5.91,Placed
47,56,26,53,89,4,1,6.24,Placed
97,40,73,34,58,2,2,6.07,Placed
91,27,77,92,72,1,3,6.13,Placed
98,22,23,88,35,3,2,9.6,Placed
49,35,30,67,90,3,0,9.58,Placed
75,55,60,40,46,2,2,8.7,Placed
51,75,84,78,53,2,3,5.24,Placed
71,44,40,23,87,3,2,9.38,Placed
92,38,48,76,79,3,1,7.89,Placed
65,61,72,44,44,3,0,5.56,Placed
98,27,25,100,65,1,3,9.66,Placed
44,23,67,61,86,5,0,5.18,Placed
98,39,81,42,36,0,2,5.93,Placed
69,44,35,74,23,4,2,6.13,Placed
76,35,47,70,87,5,0,7.47,Placed
50,24,45,35,45,3,2,6.76,Placed
49,86,70,42,23,4,1,7.88,Placed
80,82,51,64,36,5,2,9.83,Placed
62,47,50,38,41,1,3,6.13,Placed
79,44,86,97,97,1,0,6.44,Placed
94,80,48,65,48,1,1,7.12,Placed
45,84,64,24,80,3,0,9.54,Placed
75,78,25,85,43,3,3,8.94,Placed
47,84,40,45,68,0,0,5.07,Placed
47,39,70,32,65,5,1,9.46,Placed
75,91,100,43,31,3,3,9.62,Placed
88,53,88,53,71,3,1,6.62,Placed
88,53,36,38,46,1,1,5.71,Placed
50,85,22,33,97,2,2,9.99,Placed
62,91,92,39,100,1,1,8.67,Placed
62,71,27,68,43,4,2,6.06,Placed
81,26,69,51,81,1,0,9.28,Placed
47,88,27,54,70,5,3,6.38,Placed
92,50,20,82,60,1,2,8.86,Placed
81,91,61,39,21,5,0,6.1,Placed
64,42,71,27,85,2,3,6.15,Placed
93,80,66,69,28,2,2,8.95,Placed
42,66,60,52,92,0,1,9.68,Placed
82,28,67,31,74,5,2,5.36,Placed
76,63,62,74,54,0,0,7.88,Placed
64,95,47,95,61,3,3,6.79,Placed
51,27,81,20,37,0,2,5.84,Placed
50,21,29,99,83,0,1,8.64,Placed
45,39,59,29,45,4,1,8.76,Placed
67,99,71,79,88,4,3,7.03,Placed
76,86,80,47,29,1,3,7.45,Placed
70,49,30,97,43,1,3,8.26,Placed
83,23,78,63,93,4,3,8.24,Placed
66,65,50,46,100,5,2,6.02,Placed
78,31,100,68,62,2,1,5.15,Placed
72,94,62,43,49,0,1,5.23,Placed
47,95,28,65,23,2,3,9.04,Placed
57,56,92,78,56,3,0,8.55,Placed
40,37,73,91,79,3,2,6.55,Placed
82,75,83,71,58,4,3,7.97,Placed
99,59,31,73,45,3,2,7.13,Placed
42,52,62,24,22,3,1,6.77,Placed
84,48,80,45,24,4,3,9.88,Placed
76,74,98,43,79,3,0,5.55,Placed
80,92,65,37,92,5,3,6.11,Placed
53,26,67,95,79,5,0,5.9,Placed
62,34,40,87,40,3,3,8.37,Placed
67,58,50,30,60,4,2,9.58,Placed
79,91,92,62,98,3,2,9.61,Placed
66,75,51,58,62,2,2,8.73,Placed
59,52,29,59,98,0,3,7.85,Placed
78,95,51,97,51,5,2,6.38,Placed
68,56,48,93,54,3,2,5.09,Placed
88,91,41,38,48,0,2,7.5,Placed
48,97,81,47,93,5,2,5.5,Placed
50,33,21,93,77,1,0,8.46,Placed
47,81,25,81,61,2,2,5.96,Placed
80,72,67,63,80,4,1,9.3,Placed
48,24,51,21,25,2,2,7.83,Placed
94,58,68,28,38,5,1,7.83,Placed
92,23,38,65,33,1,0,6.02,Placed
95,79,62,70,65,4,3,5.95,Placed
77,63,100,80,20,4,3,9.85,Placed
45,93,98,47,28,2,2,7.76,Placed
52,53,61,70,69,1,0,5.36,Placed
99,89,90,67,26,1,2,9.45,Placed
52,72,40,37,24,1,1,6.55,Placed
58,43,53,72,46,5,0,5.09,Placed
54,77,94,73,84,5,3,8.91,Placed
74,23,24,90,60,5,1,7.85,Placed
57,68,94,26,39,5,0,8.23,Placed
71,76,56,28,79,2,1,9.97,Placed
59,46,60,27,39,1,2,9.74,Placed
50,40,91,98,55,3,3,6.69,Placed
68,63,40,45,45,1,1,8.12,Placed
54,21,37,22,37,2,3,7.87,Placed
46,47,46,21,49,0,1,5.99,Placed
66,79,76,28,35,5,3,8.92,Placed
63,21,76,74,38,3,2,8.75,Placed
60,51,27,42,55,5,2,6.05,Placed
45,42,49,94,91,2,3,5.85,Placed
41,47,54,36,25,1,2,7.29,Placed
100,94,22,31,78,5,1,9.79,Placed
82,36,57,26,67,0,3,9.07,Placed
86,72,53,89,79,5,0,9.16,Placed
70,83,61,53,72,0,1,9.63,Placed
43,69,66,89,49,4,3,5.77,Placed
83,80,100,38,63,4,0,5.9,Placed
60,96,25,94,63,3,3,8.79,Placed
58,52,84,38,51,3,1,8.14,Placed
68,93,29,43,32,1,0,5.43,Placed
43,35,87,78,85,0,1,8.48,Placed
84,90,73,98,26,5,0,7.27,Placed
43,82,57,24,100,1,1,6.76,Placed
77,99,99,52,65,1,2,8.68,Placed
97,34,83,33,42,1,1,9.53,Placed
100,69,52,51,48,4,3,5.91,Placed
41,66,57,39,38,0,3,5.88,Placed
83,61,53,95,68,1,1,8.7,Placed
40,89,45,45,57,2,2,7.21,Placed
97,22,59,84,86,3,2,5.06,Placed
69,22,41,21,67,4,3,8.83,Placed
83,64,29,98,60,1,3,7.48,Placed
79,43,70,74,46,1,2,7.07,Placed
57,43,77,83,80,2,1,5.8,Placed
62,92,39,22,73,0,3,6.75,Placed
45,38,97,37,23,5,2,7.86,Placed
99,40,39,95,56,0,0,6.61,Placed
95,72,47,25,39,4,2,6.58,Placed
82,94,71,49,75,1,3,8.34,Placed
91,39,72,42,99,5,2,8.32,Placed
51,25,75,68,29,2,2,8.12,Placed
41,90,63,32,44,1,0,6.12,Placed
74,25,25,54,93,4,1,8.52,Placed
50,28,30,42,39,0,1,8.91,Placed
63,57,85,34,67,4,1,9.35,Placed
74,73,88,83,71,2,0,5.52,Placed
77,34,87,61,53,4,0,6.95,Placed
59,37,20,25,69,1,3,7.21,Placed
73,81,51,60,86,2,3,8.19,Placed
58,71,59,35,96,3,1,6.09,Placed
82,43,34,98,38,5,3,9.04,Placed
51,29,44,43,22,2,0,5.23,Not Placed
50,98,52,88,47,0,2,8.66,Placed
100,85,92,34,31,3,3,5.77,Placed
88,72,95,98,96,4,2,7.88,Placed
73,32,40,85,45,0,0,5.29,Placed
96,75,74,72,22,5,1,8.53,Placed
43,20,64,45,40,4,2,5.97,Placed
65,44,32,20,61,5,0,6.63,Placed
51,54,51,87,50,4,0,9.68,Placed
75,40,73,98,41,5,0,5.3,Placed
65,88,75,40,78,3,1,9.29,Placed
51,91,46,84,98,3,1,6.07,Placed
70,72,30,84,63,5,0,9.42,Placed
74,71,42,70,78,0,1,7.17,Placed
59,33,20,29,44,1,1,6.01,Placed
54,97,39,32,89,4,1,6.75,Placed
51,79,96,28,87,3,2,8.54,Placed
88,22,71,81,83,3,0,8.25,Placed
67,100,67,94,41,0,0,9.28,Placed
92,54,51,29,99,1,3,8.03,Placed
66,34,78,84,34,2,3,7.9,Placed
74,51,89,58,64,5,3,5.89,Placed
83,22,39,70,68,2,3,7.67,Placed
88,41,98,65,93,0,1,6.62,Placed
53,59,98,84,95,4,1,6.72,Placed
54,97,54,75,100,5,0,8.82,Placed
87,58,37,94,97,0,3,6.34,Placed
70,38,99,72,74,4,2,5.31,Placed
68,93,99,70,82,0,0,7.77,Placed
78,78,59,83,52,4,2,8.43,Placed
94,93,56,71,55,0,1,9.01,Placed
91,84,58,34,72,3,1,6.44,Placed
69,86,100,63,46,3,0,9.99,Placed
58,94,88,23,53,2,2,5.05,Placed
78,41,85,70,21,2,1,5.59,Placed
96,24,40,71,37,3,0,6.98,Placed
58,90,97,27,22,4,1,6.35,Placed
93,52,65,86,33,1,0,7.78,Placed
74,93,91,44,25,2,3,6.53,Placed
92,89,90,50,99,4,3,6.31,Placed
94,33,90,64,73,1,0,5.75,Placed
68,67,21,26,20,1,0,8.4,Placed
86,69,71,33,95,4,2,8.23,Placed
41,65,69,57,32,4,2,8.84,Placed
52,76,89,57,75,3,0,7.51,Placed
70,22,35,87,80,1,3,9.39,Placed
91,24,23,34,100,1,3,6.86,Placed
84,35,26,49,54,2,2,9.75,Placed
56,36,96,96,25,3,3,6.37,Placed
61,74,91,71,67,1,2,9.7,Placed
64,38,36,34,61,2,3,9.36,Placed
48,60,74,42,43,1,0,8.04,Placed
61,50,47,57,76,0,2,7.49,Placed
70,69,58,89,56,5,2,6.86,Placed
54,96,75,61,41,0,1,7.67,Placed
60,20,82,30,37,2,2,8.64,Placed
53,33,41,96,27,0,1,6.97,Placed
82,43,31,28,80,1,1,8.17,Placed
69,83,40,74,54,4,1,8.09,Placed
75,61,61,90,61,1,1,7.92,Placed
59,41,64,37,60,0,3,5.58,Placed
72,61,82,67,98,0,3,5.33,Placed
61,26,87,26,66,2,0,6.29,Placed
69,59,54,80,49,2,1,6.78,Placed
49,58,76,87,57,0,3,5.6,Placed
77,58,93,78,45,2,2,9.24,Placed
78,46,24,62,49,3,0,6.11,Placed
47,87,47,73,30,0,1,6.2,Placed
81,86,96,43,74,0,3,7.53,Placed
96,42,91,28,65,1,3,7.72,Placed
52,21,56,91,75,1,2,8.42,Placed
60,43,35,76,59,3,2,9.16,Placed
53,61,48,81,85,0,0,7.56,Placed
95,33,65,74,81,1,2,6.4,Placed
64,83,31,81,76,5,3,9.67,Placed
77,70,95,28,59,1,1,9.07,Placed
48,95,97,93,52,3,3,6.31,Placed
97,63,26,98,95,4,0,8.45,Placed
47,26,88,96,90,2,3,6.14,Placed
41,88,49,63,40,0,0,7.7,Placed
66,86,57,56,41,5,2,6.95,Placed
87,85,86,58,99,5,3,7.91,Placed
68,41,91,67,82,2,2,8.77,Placed
48,86,34,95,26,1,1,5.36,Placed
87,94,79,88,97,5,0,9.1,Placed
59,87,89,44,97,3,0,7.31,Placed
99,62,94,87,58,2,2,9.05,Placed
90,54,46,74,83,1,3,9.91,Placed
46,30,43,47,23,1,2,8.76,Placed
94,88,34,30,93,1,3,9.17,Placed
45,55,63,93,21,0,1,9.17,Placed
68,79,93,26,67,2,1,7.8,Placed
67,74,94,46,48,2,0,8.14,Placed
82,60,84,88,22,5,3,9.81,Placed
40,60,44,36,70,0,0,5.61,Placed
55,94,30,21,51,4,1,9.26,Placed
70,59,37,60,64,0,1,8.62,Placed
42,93,27,87,61,4,0,9.28,Placed
85,35,25,56,61,0,1,6.5,Placed
85,79,46,71,28,2,3,6.03,Placed
88,71,37,76,30,1,2,7.55,Placed
78,71,92,51,46,2,1,8.99,Placed
43,20,100,62,89,2,3,5.45,Placed
80,57,77,51,31,5,2,9.3,Placed
92,68,50,94,82,4,1,6.79,Placed
90,34,32,68,57,1,3,9.78,Placed
79,25,37,85,50,3,3,5.91,Placed
41,40,89,96,73,5,3,7.05,Placed
61,51,57,42,86,0,3,9.04,Placed
56,28,72,29,24,0,3,9.79,Placed
60,46,62,88,58,3,2,5.21,Placed
63,35,24,44,91,4,0,5.68,Placed
53,21,53,38,82,3,1,7.11,Placed
99,85,33,53,53,5,2,7.27,Placed
73,94,49,95,60,1,0,7.88,Placed
76,25,73,83,71,2,0,7.85,Placed
51,84,88,55,98,4,3,8.83,Placed
95,60,64,34,50,2,3,5.68,Placed
71,35,78,54,45,0,3,9.03,Placed
75,35,33,69,54,5,0,6.02,Placed
100,46,95,84,86,0,3,6.03,Placed
70,76,65,85,48,5,1,6.07,Placed
58,80,77,21,52,0,1,8.59,Placed
78,21,99,34,64,1,3,9.85,Placed
51,89,36,70,37,2,2,8.94,Placed
42,53,28,41,49,0,0,8.62,Placed
62,77,79,37,20,2,2,5.33,Placed
43,83,95,54,32,4,1,5.8,Placed
63,50,90,29,27,4,3,8.57,Placed
59,32,38,38,55,4,3,5.14,Placed
86,91,80,39,69,2,3,6.02,Placed
51,67,30,83,58,1,1,6.45,Placed
56,47,42,73,32,0,0,5.18,Not Placed
59,68,87,75,32,5,3,6.08,Placed
70,21,39,89,71,3,1,5.28,Placed
99,39,24,24,96,2,1,6.95,Placed
91,73,37,28,93,2,1,7.05,Placed
74,94,23,21,63,3,3,8.02,Placed
41,27,32,83,51,1,2,9.78,Placed
76,21,23,79,47,4,3,5.45,Placed
88,24,77,41,40,0,0,6.02,Placed
92,68,92,25,85,3,0,8.28,Placed
71,38,43,35,23,2,2,9.35,Placed
85,55,72,34,83,0,1,7.74,Placed
44,80,20,78,52,2,1,7.04,Placed
49,48,58,57,36,1,2,5.72,Placed
81,70,21,38,63,1,1,9.56,Placed
57,30,38,22,94,2,2,8.71,Placed
68,80,43,68,98,0,1,8.37,Placed
66,100,65,60,32,1,1,7.35,Placed
45,79,97,58,91,0,1,6.35,Placed
62,65,94,89,64,0,3,5.19,Placed
46,33,93,34,60,4,0,5.85,Placed
67,89,71,56,97,4,3,6.28,Placed
75,74,85,73,36,1,3,6.9,Placed
43,21,84,87,54,2,3,6.29,Placed
72,49,76,91,31,4,0,7.86,Placed
71,57,99,92,36,0,3,6.5,Placed
43,71,93,87,45,3,1,9.17,Placed
90,61,49,55,89,2,3,6.35,Placed
100,25,84,40,35,1,3,6.59,Placed
67,43,38,21,41,0,1,6.0,Placed
86,82,38,21,65,2,0,9.39,Placed
88,47,20,27,22,0,3,6.24,Placed
58,71,78,50,95,0,0,5.02,Placed
73,93,92,31,35,2,0,7.03,Placed
40,22,94,31,69,4,1,9.1,Placed
48,83,45,78,94,5,3,8.7,Placed
79,25,69,21,89,5,2,6.5,Placed
93,30,90,74,81,2,3,6.22,Placed
43,22,96,95,85,2,1,6.25,Placed
47,32,51,77,30,0,0,6.59,Placed
82,97,91,67,53,2,1,8.8,Placed
91,59,39,22,44,5,2,9.02,Placed
82,21,28,66,46,2,1,6.39,Placed
66,23,77,61,68,4,2,6.42,Placed
96,54,71,75,76,1,0,5.48,Placed
75,37,54,22,37,5,0,8.44,Placed
49,37,48,85,77,4,2,9.84,Placed
49,70,38,24,87,2,0,7.48,Placed
84,61,37,79,49,2,1,7.06,Placed
50,48,64,78,22,0,2,5.44,Placed
79,32,91,37,90,5,2,5.54,Placed
47,73,28,100,42,5,2,6.73,Placed
41,56,70,34,24,0,3,8.01,Placed
54,27,53,74,72,0,0,5.43,Placed
75,51,86,38,78,0,0,5.45,Placed
96,42,45,36,92,5,3,5.34,Placed
45,36,23,53,88,5,2,5.06,Placed
87,74,75,61,48,5,2,6.56,Placed
86,25,59,42,38,3,3,9.94,Placed
94,58,69,23,33,4,0,6.66,Placed
40,66,83,100,46,5,2,7.46,Placed
49,53,50,64,91,3,0,7.46,Placed
66,88,41,40,60,0,1,9.13,Placed
82,43,70,77,20,4,3,9.24,Placed
85,69,64,71,39,1,2,9.92,Placed
99,99,76,72,89,3,2,8.95,Placed
58,80,79,30,40,4,0,8.2,Placed
63,21,24,72,33,4,2,7.5,Placed
70,58,38,36,50,2,2,9.06,Placed
59,26,59,73,68,4,1,9.74,Placed
49,31,63,75,52,4,2,5.82,Placed
56,93,42,22,71,5,2,9.01,Placed
81,31,35,32,98,3,1,7.73,Placed
45,87,38,79,51,0,3,6.17,Placed
54,63,95,56,84,4,1,8.62,Placed
73,86,55,95,73,4,0,9.97,Placed
65,53,22,64,32,0,0,5.91,Placed
50,67,59,45,55,0,1,6.24,Placed
41,35,71,26,59,4,3,5.02,Placed
100,50,83,38,32,5,3,5.26,Placed
43,45,40,27,45,0,3,7.75,Placed
77,99,97,26,30,0,2,5.16,Placed
40,46,58,80,34,1,0,8.75,Placed
71,32,95,79,91,3,0,8.9,Placed
46,100,69,39,65,5,0,8.61,Placed
56,32,94,56,79,4,2,9.34,Placed
98,21,100,35,29,1,3,6.7,Placed
61,87,41,35,22,3,1,7.79,Placed
83,76,86,20,80,1,3,7.99,Placed
43,49,79,34,73,0,3,5.14,Placed
84,85,34,98,80,1,1,9.47,Placed
83,96,95,69,52,3,3,8.87,Placed
74,45,82,63,49,0,3,9.39,Placed
75,33,20,43,56,4,0,8.37,Placed
85,90,66,65,79,4,0,5.07,Placed
81,52,57,44,37,1,3,9.82,Placed
50,35,70,94,24,3,3,7.76,Placed
94,78,53,70,80,0,3,9.0,Placed
83,65,28,75,99,5,0,6.23,Placed
94,66,38,31,61,0,0,9.19,Placed
97,58,38,69,29,0,3,9.64,Placed
53,45,66,25,86,2,1,6.41,Placed
53,34,99,88,48,4,1,6.44,Placed
94,57,84,28,48,0,0,6.51,Placed
46,74,96,29,21,2,1,5.23,Placed
46,67,29,68,80,5,2,8.82,Placed
85,90,69,57,71,5,1,6.16,Placed
95,98,62,49,59,4,0,5.47,Placed
60,22,35,55,83,3,2,8.84,Placed
49,82,84,94,74,0,2,7.36,Placed
75,63,61,34,37,4,0,9.53,Placed
98,83,62,32,37,1,2,8.83,Placed
71,84,32,63,66,2,1,6.88,Placed
100,25,96,79,40,1,3,5.09,Placed
58,57,75,67,55,3,3,7.34,Placed
42,65,28,76,33,0,3,6.02,Placed
92,84,79,35,66,3,2,8.77,Placed
70,88,49,81,27,1,0,7.43,Placed
59,49,87,22,43,3,2,9.11,Placed
93,58,84,61,78,5,1,6.92,Placed
50,92,42,62,53,3,3,9.91,Placed
97,77,43,91,86,2,0,7.24,Placed
67,52,37,21,77,5,3,8.42,Placed
49,81,28,46,63,1,3,7.38,Placed
84,37,65,97,36,1,3,8.61,Placed
93,80,97,26,72,5,0,8.99,Placed
73,86,70,95,49,1,0,8.47,Placed
89,67,50,53,20,2,0,8.44,Placed
100,97,38,80,45,4,3,8.71,Placed
97,61,96,77,74,2,0,6.57,Placed
83,61,72,77,27,5,3,7.5,Placed
96,79,83,63,64,2,1,7.18,Placed
44,95,23,50,87,2,1,9.23,Placed
70,46,71,36,78,5,1,5.9,Placed
85,42,42,38,81,0,0,8.81,Placed
93,79,67,82,74,4,0,9.84,Placed
46,74,41,27,57,1,2,5.57,Placed
57,90,71,93,90,1,0,6.87,Placed
100,33,74,94,21,1,1,5.94,Placed
97,43,72,92,90,0,0,9.98,Placed
96,54,43,70,54,3,0,5.3,Placed
74,23,29,77,79,0,1,9.03,Placed
45,71,44,77,25,2,0,9.71,Placed
58,94,45,46,43,3,3,5.92,Placed
98,55,68,93,48,0,3,5.8,Placed
57,76,75,50,91,0,1,9.79,Placed
42,70,61,53,27,1,2,8.08,Placed
79,90,61,33,97,1,1,5.64,Placed
84,40,83,43,89,0,1,9.47,Placed
47,69,48,64,26,2,3,5.3,Placed
93,75,73,77,70,5,2,9.12,Placed
69,41,90,58,65,1,3,6.32,Placed
87,100,95,67,22,3,0,7.53,Placed
